tweet_id,timestamp,source,rating_numerator,rating_denominator,jpg_url,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,retweet_counts,favorite_counts,dog_stage
667138269671505920,2015-11-19 00:32:12,Twitter for iPhone,10,10,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,West_Highland_white_terrier,0.747713,True,Samoyed,0.243629,True,toy_poodle,0.00180397,True,1862,3997,
667119796878725120,2015-11-18 23:18:48,Twitter for iPhone,10,10,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,Pembroke,0.741563,True,Chihuahua,0.0578659,True,toy_poodle,0.0391251,True,106,283,
667090893657276420,2015-11-18 21:23:57,Twitter for iPhone,7,10,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,Chihuahua,0.959514,True,Italian_greyhound,0.00537015,True,Pomeranian,0.00264133,True,105,286,
667073648344346624,2015-11-18 20:15:26,Twitter for iPhone,10,10,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,Chihuahua,0.483682,True,pug,0.0924939,True,Brabancon_griffon,0.057495400000000016,True,103,351,
667062181243039745,2015-11-18 19:29:52,Twitter for iPhone,10,10,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,Chesapeake_Bay_retriever,0.825678,True,vizsla,0.090998,True,kelpie,0.0229562,True,45,191,
667044094246576128,2015-11-18 18:17:59,Twitter for iPhone,12,10,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,golden_retriever,0.765266,True,Labrador_retriever,0.206694,True,seat_belt,0.0106669,False,43,163,
666835007768551424,2015-11-18 04:27:09,Twitter for iPhone,10,10,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,Airedale,0.448459,True,toy_poodle,0.12403,True,teddy,0.110183,False,65,183,
666826780179869698,2015-11-18 03:54:28,Twitter for iPhone,12,10,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,Maltese_dog,0.359383,True,teddy,0.148759,False,West_Highland_white_terrier,0.106007,True,79,218,
666817836334096384,2015-11-18 03:18:55,Twitter for iPhone,9,10,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,miniature_schnauzer,0.496953,True,standard_schnauzer,0.28527600000000003,True,giant_schnauzer,0.07376369999999999,True,209,442,
666804364988780544,2015-11-18 02:25:23,Twitter for iPhone,8,10,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,English_setter,0.32879200000000003,True,Brittany_spaniel,0.283545,True,Ibizan_hound,0.0574615,True,78,205,
666781792255496192,2015-11-18 00:55:42,Twitter for iPhone,10,10,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,Italian_greyhound,0.618316,True,Weimaraner,0.151363,True,vizsla,0.08598910000000001,True,168,325,
666739327293083650,2015-11-17 22:06:57,Twitter for iPhone,10,10,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,miniature_poodle,0.546933,True,cocker_spaniel,0.165255,True,toy_poodle,0.0959589,True,59,206,
666701168228331520,2015-11-17 19:35:19,Twitter for iPhone,8,10,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,Labrador_retriever,0.887707,True,Chihuahua,0.029307,True,French_bulldog,0.0207563,True,182,371,
